trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1257,False,"{'a': 0.5, 'e': 0.0811058651905849}",20,0,-11.916879645009475,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1258,False,"{'a': 0.5, 'e': 0.08094381556384699}",20,2,14.269440667807238,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.5, 'e': 0.08078208971247929}",25,5,39.41364251066246,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.5, 'e': 0.08062068698957811}",20,15,8.843229031639261,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,15,15.842395976233277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.08029884834802099}",20,2,-7.653178246489921,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.08013841114201005}",25,7,30.148402574232872,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.07997829448975048}",20,6,-37.23616225475439,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1265,False,"{'a': 0.5, 'e': 0.07981849775077554}",20,8,11.888646362675168,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,7,24.104337395062775,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.07949986145720786}",25,15,20.908318877417287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.0793410206280695}",20,0,11.596719326935823,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1269,False,"{'a': 0.5, 'e': 0.07918249716311948}",35,25,18.287387730579287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.5, 'e': 0.07902429042826366}",20,16,6.366790050706698,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.07886639979067495}",20,10,19.56061829730729,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.07870882461879052}",30,23,13.693309667643414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.5, 'e': 0.07855156428230954}",30,13,20.216161083404945,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.0783946181521904}",25,10,22.340292677854432,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.07823798560064842}",30,0,23.84624193719881,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1276,False,"{'a': 0.5, 'e': 0.07808166600115313}",25,18,12.453859635161205,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.077925658728426}",20,4,18.691400960449283,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.07776996315843764}",30,3,13.66168502846782,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.07761457866840563}",25,0,20.92300129503945,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1280,False,"{'a': 0.5, 'e': 0.07745950463679176}",20,13,10.612722975318393,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.5, 'e': 0.07730474044329974}",25,16,6.71915706391961,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1282,False,"{'a': 0.5, 'e': 0.07715028546887258}",20,13,10.37955200616496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.07699613909569011}",20,7,24.289117410397935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.5, 'e': 0.07684230070716673}",25,11,28.327973156485385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.5, 'e': 0.0766887696879486}",20,12,15.172512542504032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,6,27.205079608602535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.5, 'e': 0.07638262730215813}",20,1,31.088843013971672,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.5, 'e': 0.07623001471101583}",20,5,26.947500646354943,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.5, 'e': 0.07607770704003398}",20,8,18.635697787329818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.5, 'e': 0.07592570367998178}",25,6,8.5952933441868,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1291,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,13,-26.557437683135774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1292,False,"{'a': 0.5, 'e': 0.07562260746182634}",20,0,31.44436464365917,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1293,False,"{'a': 0.5, 'e': 0.07547151339133784}",20,0,30.253437672327184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1294,False,"{'a': 0.5, 'e': 0.07532072120700357}",25,13,23.36476223027557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.5, 'e': 0.07517023030565453}",20,11,16.201287326105895,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.5, 'e': 0.07502004008532698}",25,9,-8.458531895910834,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1297,False,"{'a': 0.5, 'e': 0.07487014994525974}",20,6,27.021385763366567,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.5, 'e': 0.07472055928589216}",20,15,9.268745549814186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.5, 'e': 0.07457126750886131}",20,12,14.563276018855099,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.5, 'e': 0.07442227401699995}",35,17,6.121543478148082,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1301,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,1,34.59336596369873,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.5, 'e': 0.0741251795060797}",25,10,30.137731306197683,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.5, 'e': 0.07397707729864236}",25,19,12.32350430649149,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.5, 'e': 0.0738292709996129}",25,3,25.283481016215692,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1305,False,"{'a': 0.5, 'e': 0.07368176001776583}",20,10,-19.272963206576804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1306,False,"{'a': 0.5, 'e': 0.0735345437630571}",30,4,47.29442876123399,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.5, 'e': 0.07338762164662144}",25,16,17.266086839284803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.5, 'e': 0.07324099308077024}",20,0,-12.704591453266506,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1309,False,"{'a': 0.5, 'e': 0.07309465747898901}",20,10,15.715770651397042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.5, 'e': 0.07294861425593517}",20,6,23.31544947086536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.5, 'e': 0.07280286282743559}",20,0,18.01184265159545,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1312,False,"{'a': 0.5, 'e': 0.07265740261048442}",20,1,18.39351539957437,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1313,False,"{'a': 0.5, 'e': 0.07251223302324053}",30,15,27.545159125345542,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.5, 'e': 0.07236735348502546}",25,14,19.010150520097422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.5, 'e': 0.07222276341632078}",25,19,10.849082058070417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,8,23.293134835737792,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.07193444937515645}",25,9,7.688855212996673,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1318,False,"{'a': 0.5, 'e': 0.07179072424944025}",25,17,16.75341017139642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.5, 'e': 0.07164728628671672}",20,9,20.62238623934425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.5, 'e': 0.0715041349132339}",20,8,21.85962254634162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.5, 'e': 0.07136126955638605}",30,16,18.59521258475451,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.0712186896447116}",25,13,22.996079897201433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.5, 'e': 0.07107639460789066}",25,6,28.832001178537933,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.5, 'e': 0.07093438387674295}",25,13,19.639444827220654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.5, 'e': 0.0707926568832253}",25,12,2.2183574875294827,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1326,False,"{'a': 0.5, 'e': 0.0706512130604296}",25,3,-46.18378716950053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
1327,False,"{'a': 0.5, 'e': 0.0705100518425803}",25,7,33.18688947441109,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.5, 'e': 0.07036917266503243}",20,0,-28.847381735935492,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1329,False,"{'a': 0.5, 'e': 0.07022857496426901}",25,18,12.359836718102521,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.5, 'e': 0.07008825817789911}",20,14,11.35430220877658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,8,19.44086365174315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.06980846510439187}",30,24,11.02083988306255,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.06966898769808184}",35,18,-11.488547420430322,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1334,False,"{'a': 0.5, 'e': 0.06952978896781553}",20,15,9.488230096282303,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.5, 'e': 0.06939086835679777}",20,16,6.914266948501306,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.5, 'e': 0.069252225309346}",25,10,24.865196879885254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.06911385927088774}",20,14,9.839171489362368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.06897576968795878}",20,0,21.814855279398984,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1339,False,"{'a': 0.5, 'e': 0.06883795600820049}",20,13,12.802390439293951,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.06870041768035806}",25,7,32.458484930786675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,6,26.11167809779941,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.5, 'e': 0.06842616488090583}",25,3,34.91486215154432,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.5, 'e': 0.06828944931228448}",25,15,23.368522049039946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.5, 'e': 0.06815300690155146}",20,2,21.58546265810646,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.06801683710293688}",20,7,26.517738243366313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.06788093937176144}",30,14,27.284721763350404,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.5, 'e': 0.06774531316443397}",20,1,-12.85146299974408,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1348,False,"{'a': 0.5, 'e': 0.0676099579384495}",20,10,14.960979314905758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.5, 'e': 0.0674748731523869}",25,17,17.530492460890997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.5, 'e': 0.06734005826590692}",20,0,31.30433702625112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1351,False,"{'a': 0.5, 'e': 0.06720551273974976}",35,13,39.99503456427355,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.5, 'e': 0.06707123603573319}",20,10,18.701900641569004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.5, 'e': 0.06693722761675015}",20,0,33.3687952669726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1354,False,"{'a': 0.5, 'e': 0.06680348694676687}",25,11,27.443065364468513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.06667001349082043}",20,10,23.33239128075296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,13,15.387573638592082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.5, 'e': 0.06640386608652883}",20,9,18.81949987084966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.5, 'e': 0.06627119107359372}",25,5,-10.643112455857585,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1359,False,"{'a': 0.5, 'e': 0.06613878114551125}",20,13,13.396705765701615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.5, 'e': 0.06600663577264156}",25,16,13.92165089104939,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.5, 'e': 0.06587475442640295}",25,11,15.866258351244737,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1362,False,"{'a': 0.5, 'e': 0.0657431365792699}",30,20,20.30094614517097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.5, 'e': 0.0656117817047708}",20,6,28.91680278456248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.06548068927748603}",25,11,15.648490077034507,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.06534985877304565}",20,10,9.111149033209365,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1366,False,"{'a': 0.5, 'e': 0.06521928966812753}",20,13,14.640651948591968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.5, 'e': 0.065088981440455}",30,6,39.76457846428118,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.5, 'e': 0.06495893356879505}",20,11,13.635169526114328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.5, 'e': 0.06482914553295596}",20,6,23.95269890919128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.5, 'e': 0.06469961681378547}",20,0,32.02879619579093,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,14,14.123935440689591,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.5, 'e': 0.06444133525402518}",25,8,-21.510186698221464,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1373,False,"{'a': 0.5, 'e': 0.06431258138030878}",20,10,4.975079174607202,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 0.06418408475700368}",20,0,19.763015487725397,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1375,False,"{'a': 0.5, 'e': 0.06405584487012317}",25,3,37.642581228533345,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,4,27.089844763330298,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1377,False,"{'a': 0.5, 'e': 0.063800133254822}",25,8,-11.03610667382002,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1378,False,"{'a': 0.5, 'e': 0.06367266050355457}",20,12,0.36634661692302806,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.063545442443014}",20,6,24.80094880303252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.5, 'e': 0.06341847856432796}",20,7,-20.862921870646435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1381,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,12,13.466165492908333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.5, 'e': 0.06316531132211131}",20,8,23.41155843136799,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.5, 'e': 0.0630391069459114}",20,11,16.864623428553575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.5, 'e': 0.06291315472622334}",30,17,12.271798648641921,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1385,False,"{'a': 0.5, 'e': 0.06278745415923806}",20,0,32.55711067109963,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1386,False,"{'a': 0.5, 'e': 0.06266200474215315}",30,18,25.265469596922653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.5, 'e': 0.06253680597317074}",20,14,12.440992956899652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.5, 'e': 0.06241185735149562}",20,6,24.051153954550696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.5, 'e': 0.0622871583773331}",20,4,28.756176767286608,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.5, 'e': 0.062162708551887165}",20,12,14.861834560356817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.5, 'e': 0.06203850737735829}",25,3,34.82334262078839,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.5, 'e': 0.061914554356941674}",20,8,22.08609844004929,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.5, 'e': 0.061790848994825016}",20,8,21.846375882819718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.5, 'e': 0.061667390796186744}",25,2,37.67674096662758,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.5, 'e': 0.06154417926719386}",20,8,24.514149830037763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,13,14.484640241292707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.5, 'e': 0.061298494247743925}",20,12,14.61680722281358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.5, 'e': 0.06117601977454647}",30,18,24.735500393472357,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.5, 'e': 0.06105379000550965}",25,17,16.624059252607886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.5, 'e': 0.06093180445171429}",25,8,33.13085032411838,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,15,16.595168161253127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.5, 'e': 0.06068856403905322}",20,13,14.091759366884865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.5, 'e': 0.060567308207225536}",25,15,7.8119914102313945,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.5, 'e': 0.06044629464471146}",30,20,8.66422274858971,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.5, 'e': 0.06032552286745654}",25,11,25.022082500939835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.5, 'e': 0.06020499239237354}",30,18,21.60715401124601,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.5, 'e': 0.06008470273734036}",20,13,2.8349112962428675,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.5, 'e': 0.05996465342119827}",25,14,6.469955109616495,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1409,False,"{'a': 0.5, 'e': 0.059844843963749825}",25,18,13.280663816833993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.5, 'e': 0.05972527388575699}",30,23,13.835363596755805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.5, 'e': 0.05960594270893937}",35,11,45.13202386978547,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.5, 'e': 0.05948684995597202}",25,10,26.439793990460224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.5, 'e': 0.05936799515048385}",20,2,29.117680075066517,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.5, 'e': 0.0592493778170554}",25,10,29.736750478527973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.5, 'e': 0.05913099748121725}",25,13,20.527544518729254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.5, 'e': 0.05901285366944784}",30,18,22.920546141492757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.5, 'e': 0.05889494590917182}",20,11,12.54578001637854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.5, 'e': 0.058777273728757934}",25,3,30.702681376439088,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.5, 'e': 0.05865983665751736}",25,5,-13.200541117674266,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1420,False,"{'a': 0.5, 'e': 0.0585426342257016}",25,6,19.953836102332843,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1421,False,"{'a': 0.5, 'e': 0.05842566596450083}",25,9,29.703277404092514,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.5, 'e': 0.05830893140604179}",20,6,28.41859379623809,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.5, 'e': 0.05819243008338615}",20,10,-4.79583293520641,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1424,False,"{'a': 0.5, 'e': 0.0580761615305284}",20,10,21.313614182122016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.5, 'e': 0.057960125282394234}",25,6,17.431660182122123,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1426,False,"{'a': 0.5, 'e': 0.057844320874838456}",25,15,20.362295254446618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.5, 'e': 0.05772874784464333}",20,7,24.88569129533505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.5, 'e': 0.05761340572951652}",20,2,30.769434790673913,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.5, 'e': 0.057498294068089484}",30,13,28.169968969782158,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.5, 'e': 0.05738341239991535}",20,11,16.388651406776162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.5, 'e': 0.05726876026546736}",20,6,28.833106680065967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.5, 'e': 0.05715433720613676}",25,14,20.982585827856845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.5, 'e': 0.057040142764231215}",20,6,2.0821292292965117,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1434,False,"{'a': 0.5, 'e': 0.056926176482972754}",25,11,4.517922715020207,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1435,False,"{'a': 0.5, 'e': 0.056812437906496156}",20,13,14.311257813591439,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,12,14.53146229327412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.5, 'e': 0.056585642048979604}",20,10,19.51957973266733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.5, 'e': 0.05647258386075591}",20,8,22.87942465355908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.5, 'e': 0.05635975156294299}",35,17,23.009250837922888,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
